date	close	volume	open	high	low
2014-01-09	0.4632	0	0.4632	0.4632	0.4632
2014-01-08	0.4632	0	0.4632	0.4632	0.4632
2014-01-07	0.4632	0	0.4632	0.4632	0.4632
2014-01-06	0.4632	0	0.4632	0.4632	0.4632
2014-01-03	0.4632	0	0.4632	0.4632	0.4632
2014-01-02	0.4632	0	0.4632	0.4632	0.4632
2013-12-31	0.4632	0	0.4632	0.4632	0.4632
2013-12-30	0.4632	0	0.4632	0.4632	0.4632
2013-12-27	0.4632	833	0.4632	0.4632	0.4632
2013-12-26	0.408	0	0.408	0.408	0.408
2013-12-24	0.408	0	0.408	0.408	0.408
2013-12-23	0.408	0	0.408	0.408	0.408
2013-12-20	0.408	0	0.408	0.408	0.408
2013-12-19	0.408	1667	0.408	0.408	0.408
2013-12-18	0.48	0	0.48	0.48	0.48
2013-12-17	0.48	0	0.48	0.48	0.48
2013-12-16	0.48	0	0.48	0.48	0.48
2013-12-13	0.48	4750	0.3798	0.48	0.3798
2013-12-12	0.3942	0	0.3942	0.3942	0.3942
2013-12-11	0.3942	60	0.3942	0.3942	0.3942
2013-12-10	0.384	8334	0.384	0.384	0.384
2013-12-09	0.336	0	0.336	0.336	0.336
2013-12-06	0.336	0	0.336	0.336	0.336
2013-12-05	0.336	167	0.336	0.336	0.336
2013-12-04	0.456	0	0.456	0.456	0.456
2013-12-03	0.456	0	0.456	0.456	0.456
2013-12-02	0.456	2667	0.474	0.474	0.456
2013-11-29	0.54	0	0.54	0.54	0.54
2013-11-27	0.54	0	0.54	0.54	0.54
2013-11-26	0.54	0	0.54	0.54	0.54
2013-11-25	0.54	0	0.54	0.54	0.54
2013-11-22	0.54	1667	0.54	0.54	0.54
2013-11-21	0.54	2500	0.54	0.54	0.54
2013-11-20	0.4578	33	0.4578	0.4578	0.4578
2013-11-19	0.519	10034	0.5598	0.5598	0.519
2013-11-18	0.5136	0	0.5136	0.5136	0.5136
2013-11-15	0.5136	0	0.5136	0.5136	0.5136
2013-11-14	0.5136	0	0.5136	0.5136	0.5136
2013-11-13	0.5136	0	0.5136	0.5136	0.5136
2013-11-12	0.5136	0	0.5136	0.5136	0.5136
2013-11-11	0.5136	7833	0.5136	0.5136	0.5136
2013-11-08	0.642	0	0.642	0.642	0.642
2013-11-07	0.642	0	0.642	0.642	0.642
2013-11-06	0.642	0	0.642	0.642	0.642
2013-11-05	0.642	0	0.642	0.642	0.642
2013-11-04	0.642	0	0.642	0.642	0.642
2013-11-01	0.642	0	0.642	0.642	0.642
2013-10-31	0.642	0	0.642	0.642	0.642
2013-10-30	0.642	0	0.642	0.642	0.642
2013-10-29	0.642	0	0.642	0.642	0.642
2013-10-28	0.642	0	0.642	0.642	0.642
2013-10-25	0.642	0	0.642	0.642	0.642
2013-10-24	0.642	0	0.642	0.642	0.642
2013-10-23	0.642	0	0.642	0.642	0.642
2013-10-22	0.642	0	0.642	0.642	0.642
2013-10-21	0.642	2333	0.642	0.642	0.642
2013-10-18	0.648	0	0.648	0.648	0.648
2013-10-17	0.648	0	0.648	0.648	0.648
2013-10-16	0.648	0	0.648	0.648	0.648
2013-10-15	0.648	0	0.648	0.648	0.648
2013-10-14	0.648	0	0.648	0.648	0.648
2013-10-11	0.648	0	0.648	0.648	0.648
2013-10-10	0.648	0	0.648	0.648	0.648
2013-10-09	0.648	1808	0.72	0.72	0.648
2013-10-08	0.726	11500	0.654	0.726	0.642
2013-10-07	0.66	0	0.66	0.66	0.66
2013-10-04	0.66	5000	0.66	0.66	0.66
2013-10-03	0.63	5833	0.63	0.63	0.63
2013-10-02	0.696	25001	0.696	0.696	0.696
2013-10-01	0.6084	1328	0.6084	0.6084	0.6084
2013-09-30	0.6288	0	0.6288	0.6288	0.6288
2013-09-27	0.6288	0	0.6288	0.6288	0.6288
2013-09-26	0.6288	0	0.6288	0.6288	0.6288
2013-09-25	0.6288	0	0.6288	0.6288	0.6288
2013-09-24	0.6288	0	0.6288	0.6288	0.6288
2013-09-23	0.6288	0	0.6288	0.6288	0.6288
2013-09-20	0.6288	0	0.6288	0.6288	0.6288
2013-09-19	0.6288	0	0.6288	0.6288	0.6288
2013-09-18	0.6288	0	0.6288	0.6288	0.6288
2013-09-17	0.6288	0	0.6288	0.6288	0.6288
2013-09-16	0.6288	0	0.6288	0.6288	0.6288
2013-09-13	0.6288	0	0.6288	0.6288	0.6288
2013-09-12	0.6288	0	0.6288	0.6288	0.6288
2013-09-11	0.6288	0	0.6288	0.6288	0.6288
2013-09-10	0.6288	0	0.6288	0.6288	0.6288
2013-09-09	0.6288	0	0.6288	0.6288	0.6288
2013-09-06	0.6288	0	0.6288	0.6288	0.6288
2013-09-05	0.6288	0	0.6288	0.6288	0.6288
2013-09-04	0.6288	0	0.6288	0.6288	0.6288
2013-09-03	0.6288	0	0.6288	0.6288	0.6288
2013-08-30	0.6288	0	0.6288	0.6288	0.6288
2013-08-29	0.6288	0	0.6288	0.6288	0.6288
2013-08-28	0.6288	0	0.6288	0.6288	0.6288
2013-08-27	0.6288	0	0.6288	0.6288	0.6288
2013-08-26	0.6288	0	0.6288	0.6288	0.6288
2013-08-23	0.6288	1328	0.5988	0.6288	0.5988
2013-08-22	0.534	0	0.534	0.534	0.534
2013-08-21	0.534	0	0.534	0.534	0.534
2013-08-20	0.534	0	0.534	0.534	0.534
2013-08-19	0.534	0	0.534	0.534	0.534
2013-08-16	0.534	0	0.534	0.534	0.534
2013-08-15	0.534	0	0.534	0.534	0.534
2013-08-14	0.534	0	0.534	0.534	0.534
2013-08-13	0.534	0	0.534	0.534	0.534
2013-08-12	0.534	0	0.534	0.534	0.534
2013-08-09	0.534	0	0.534	0.534	0.534
2013-08-08	0.534	0	0.534	0.534	0.534
2013-08-07	0.534	0	0.534	0.534	0.534
2013-08-06	0.534	0	0.534	0.534	0.534
2013-08-05	0.534	0	0.534	0.534	0.534
2013-08-02	0.534	0	0.534	0.534	0.534
2013-08-01	0.534	0	0.534	0.534	0.534
2013-07-31	0.534	0	0.534	0.534	0.534
2013-07-30	0.534	0	0.534	0.534	0.534
2013-07-29	0.534	0	0.534	0.534	0.534
2013-07-26	0.534	0	0.534	0.534	0.534
2013-07-25	0.534	0	0.534	0.534	0.534
2013-07-24	0.534	0	0.534	0.534	0.534
2013-07-23	0.534	0	0.534	0.534	0.534
2013-07-22	0.534	0	0.534	0.534	0.534
2013-07-19	0.534	0	0.534	0.534	0.534
2013-07-18	0.534	294	0.534	0.534	0.534
2013-07-17	0.63	0	0.63	0.63	0.63
2013-07-16	0.63	0	0.63	0.63	0.63
2013-07-15	0.63	16667	0.63	0.63	0.63
2013-07-12	0.618	0	0.618	0.618	0.618
2013-07-11	0.618	1667	0.618	0.618	0.618
2013-07-10	0.5694	5833	0.654	0.654	0.5694
2013-07-09	0.5652	0	0.5652	0.5652	0.5652
2013-07-08	0.5652	833	0.5652	0.5652	0.5652
2013-07-05	0.51	0	0.51	0.51	0.51
2013-07-03	0.51	0	0.51	0.51	0.51
2013-07-02	0.51	50	0.51	0.51	0.51
2013-07-01	0.582	0	0.582	0.582	0.582
2013-06-28	0.582	0	0.582	0.582	0.582
2013-06-27	0.582	0	0.582	0.582	0.582
2013-06-26	0.582	33	0.582	0.582	0.582
2013-06-25	0.582	1167	0.582	0.582	0.582
2013-06-24	0.6498	0	0.6498	0.6498	0.6498
2013-06-21	0.6498	0	0.6498	0.6498	0.6498
2013-06-20	0.6498	0	0.6498	0.6498	0.6498
2013-06-19	0.6498	0	0.6498	0.6498	0.6498
2013-06-18	0.6498	0	0.6498	0.6498	0.6498
2013-06-17	0.6498	0	0.6498	0.6498	0.6498
2013-06-14	0.6498	833	0.6498	0.6498	0.6498
2013-06-13	0.6174	0	0.6174	0.6174	0.6174
2013-06-12	0.6174	0	0.6174	0.6174	0.6174
2013-06-11	0.6174	0	0.6174	0.6174	0.6174
2013-06-10	0.6174	667	0.6174	0.6174	0.6174
2013-06-07	0.618	43334	0.6162	0.618	0.6156
2013-06-06	0.825	0	0.825	0.825	0.825
2013-06-05	0.825	0	0.825	0.825	0.825
2013-06-04	0.825	0	0.825	0.825	0.825
2013-06-03	0.825	0	0.825	0.825	0.825
2013-05-31	0.825	0	0.825	0.825	0.825
2013-05-30	0.825	0	0.825	0.825	0.825
2013-05-29	0.825	0	0.825	0.825	0.825
2013-05-28	0.825	0	0.825	0.825	0.825
2013-05-24	0.825	8834	0.825	0.825	0.825
2013-05-23	0.72	0	0.72	0.72	0.72
2013-05-22	0.72	167	0.72	0.72	0.72
2013-05-21	0.7284	0	0.7284	0.7284	0.7284
2013-05-20	0.7284	0	0.7284	0.7284	0.7284
2013-05-17	0.7284	2878	0.741	0.744	0.7284
2013-05-16	0.72	1000	0.72	0.72	0.72
2013-05-15	0.7068	833	0.7068	0.7068	0.7068
2013-05-14	0.699	0	0.699	0.699	0.699
2013-05-13	0.699	0	0.699	0.699	0.699
2013-05-10	0.699	0	0.699	0.699	0.699
2013-05-09	0.699	1667	0.699	0.699	0.699
2013-05-08	0.714	0	0.714	0.714	0.714
2013-05-07	0.714	0	0.714	0.714	0.714
2013-05-06	0.714	23	0.714	0.714	0.714
2013-05-03	0.756	2500	0.798	0.798	0.726
2013-05-02	0.7602	0	0.7602	0.7602	0.7602
2013-05-01	0.7602	5167	0.7602	0.7602	0.699
2013-04-30	0.729	1667	0.729	0.729	0.729
2013-04-29	0.75	0	0.75	0.75	0.75
2013-04-26	0.75	1667	0.75	0.75	0.75
2013-04-25	0.7602	0	0.7602	0.7602	0.7602
2013-04-24	0.7602	0	0.7602	0.7602	0.7602
2013-04-23	0.7602	667	0.771	0.771	0.7602
2013-04-22	0.7602	0	0.7602	0.7602	0.7602
2013-04-19	0.7602	0	0.7602	0.7602	0.7602
2013-04-18	0.7602	0	0.7602	0.7602	0.7602
2013-04-17	0.7602	1667	0.7608	0.7608	0.7602
2013-04-16	0.891	0	0.891	0.891	0.891
2013-04-15	0.891	0	0.891	0.891	0.891
2013-04-12	0.891	0	0.891	0.891	0.891
2013-04-11	0.891	833	0.891	0.891	0.891
2013-04-10	0.774	4567	0.774	0.786	0.774
2013-04-09	0.7968	5167	0.8262	0.8262	0.7968
2013-04-08	0.972	0	0.972	0.972	0.972
2013-04-05	0.972	0	0.972	0.972	0.972
2013-04-04	0.972	0	0.972	0.972	0.972
2013-04-03	0.972	0	0.972	0.972	0.972
2013-04-02	0.972	0	0.972	0.972	0.972
2013-04-01	0.972	333	0.972	0.972	0.972
2013-03-28	0.9744	9667	0.9744	0.9744	0.9744
2013-03-27	0.96	0	0.96	0.96	0.96
2013-03-26	0.96	0	0.96	0.96	0.96
2013-03-25	0.96	500	0.96	0.96	0.96
2013-03-22	0.966	0	0.966	0.966	0.966
2013-03-21	0.966	42601	0.9678	0.9678	0.9
2013-03-20	0.774	500	0.774	0.774	0.774
2013-03-19	0.7896	0	0.7896	0.7896	0.7896
2013-03-18	0.7896	0	0.7896	0.7896	0.7896
2013-03-15	0.7896	0	0.7896	0.7896	0.7896
2013-03-14	0.7896	3000	0.7896	0.7896	0.7896
2013-03-13	0.8178	0	0.8178	0.8178	0.8178
2013-03-12	0.8178	0	0.8178	0.8178	0.8178
2013-03-11	0.8178	0	0.8178	0.8178	0.8178
2013-03-08	0.8178	1667	0.8178	0.8178	0.8178
2013-03-07	0.8754	0	0.8754	0.8754	0.8754
2013-03-06	0.8754	0	0.8754	0.8754	0.8754
2013-03-05	0.8754	0	0.8754	0.8754	0.8754
2013-03-04	0.8754	12084	0.7866	0.8754	0.7866
2013-03-01	0.858	250	0.858	0.858	0.858
2013-02-28	0.858	0	0.858	0.858	0.858
2013-02-27	0.858	0	0.858	0.858	0.858
2013-02-26	0.858	4667	0.891	0.891	0.858
2013-02-25	0.891	4167	0.918	0.918	0.891
2013-02-22	0.9552	0	0.9552	0.9552	0.9552
2013-02-21	0.9552	50	0.9552	0.9552	0.9552
2013-02-20	1.038	833	1.038	1.038	1.038
2013-02-19	1.0374	58	1.0374	1.0374	1.0374
2013-02-15	0.954	3667	0.924	0.954	0.924
2013-02-14	1.0476	0	1.0476	1.0476	1.0476
2013-02-13	1.0476	333	1.0476	1.0476	1.0476
2013-02-12	1.0482	0	1.0482	1.0482	1.0482
2013-02-11	1.0482	0	1.0482	1.0482	1.0482
2013-02-08	1.0482	10600	1.0482	1.056	1.0482
2013-02-07	1.0548	0	1.0548	1.0548	1.0548
2013-02-06	1.0548	294	1.0548	1.0548	1.0548
2013-02-05	1.02	0	1.02	1.02	1.02
2013-02-04	1.02	2850	1.02	1.02	1.02
2013-02-01	0.9918	3500	0.9906	1.038	0.9906
2013-01-31	0.9	50	0.9	0.9	0.9
2013-01-30	0.9	2500	0.9	0.9	0.9
2013-01-29	0.9	0	0.9	0.9	0.9
2013-01-28	0.9	233	0.891	0.9	0.891
2013-01-25	0.84	0	0.84	0.84	0.84
2013-01-24	0.84	0	0.84	0.84	0.84
2013-01-23	0.84	16717	0.9378	0.9378	0.84
2013-01-22	1.05	0	1.05	1.05	1.05
2013-01-18	1.05	0	1.05	1.05	1.05
2013-01-17	1.05	0	1.05	1.05	1.05
2013-01-16	1.05	0	1.05	1.05	1.05
2013-01-15	1.05	27	1.05	1.05	1.05
2013-01-14	0.996	0	0.996	0.996	0.996
2013-01-11	0.996	0	0.996	0.996	0.996
2013-01-10	0.996	0	0.996	0.996	0.996
2013-01-09	0.996	0	0.996	0.996	0.996
2013-01-08	0.996	0	0.996	0.996	0.996
2013-01-07	0.996	0	0.996	0.996	0.996
2013-01-04	0.996	0	0.996	0.996	0.996
2013-01-03	0.996	0	0.996	0.996	0.996
2013-01-02	0.996	0	0.996	0.996	0.996
2012-12-31	0.996	16692	0.888	0.996	0.888
2012-12-28	0.858	1667	0.858	0.858	0.858
2012-12-27	0.786	0	0.786	0.786	0.786
2012-12-26	0.786	3342	0.81	0.81	0.786
2012-12-24	0.78	0	0.78	0.78	0.78
2012-12-21	0.78	0	0.78	0.78	0.78
2012-12-20	0.78	44584	0.78	0.78	0.78
2012-12-19	0.7002	0	0.7002	0.7002	0.7002
2012-12-18	0.7002	2933	0.72	0.72	0.7002
2012-12-17	0.84	0	0.84	0.84	0.84
2012-12-14	0.84	0	0.84	0.84	0.84
2012-12-13	0.84	2667	0.84	0.84	0.84
2012-12-12	0.825	0	0.825	0.825	0.825
2012-12-11	0.825	2833	0.825	0.825	0.825
2012-12-10	0.7896	12084	0.7896	0.7896	0.7896
2012-12-07	0.786	0	0.786	0.786	0.786
2012-12-06	0.786	8667	0.8172	0.8178	0.786
2012-12-05	0.771	1017	0.771	0.771	0.771
2012-12-04	0.876	10334	0.8772	0.8772	0.876
2012-12-03	0.9	0	0.9	0.9	0.9
2012-11-30	0.9	0	0.9	0.9	0.9
2012-11-29	0.9	0	0.9	0.9	0.9
2012-11-28	0.9	0	0.9	0.9	0.9
2012-11-27	0.9	11925	0.9084	0.9084	0.8556
2012-11-26	0.855	0	0.855	0.855	0.855
2012-11-23	0.855	0	0.855	0.855	0.855
2012-11-21	0.855	0	0.855	0.855	0.855
2012-11-20	0.855	3500	0.918	0.918	0.855
2012-11-19	0.822	0	0.822	0.822	0.822
2012-11-16	0.822	5333	0.852	0.852	0.822
2012-11-15	0.93	0	0.93	0.93	0.93
2012-11-14	0.93	4333	0.93	0.93	0.93
2012-11-13	0.9294	5500	0.93	0.93	0.9294
2012-11-12	0.96	0	0.96	0.96	0.96
2012-11-09	0.96	0	0.96	0.96	0.96
2012-11-08	0.96	0	0.96	0.96	0.96
2012-11-07	0.96	1750	0.96	0.96	0.96
2012-11-06	0.948	3333	0.948	0.948	0.918
2012-11-05	1.05	0	1.05	1.05	1.05
2012-11-02	1.05	0	1.05	1.05	1.05
2012-11-01	1.05	3333	1.05	1.05	1.05
2012-10-31	1.026	2000	1.026	1.026	1.026
2012-10-26	1.08	0	1.08	1.08	1.08
2012-10-25	1.08	0	1.08	1.08	1.08
2012-10-24	1.08	35167	1.002	1.08	1.002
2012-10-23	1.044	66585	1.02	1.0578	1.02
2012-10-22	1.02	8584	0.984	1.02	0.984
2012-10-19	0.96	0	0.96	0.96	0.96
2012-10-18	0.96	0	0.96	0.96	0.96
2012-10-17	0.96	0	0.96	0.96	0.96
2012-10-16	0.96	9167	0.96	0.96	0.96
2012-10-15	0.96	0	0.96	0.96	0.96
2012-10-12	0.96	0	0.96	0.96	0.96
2012-10-11	0.96	0	0.96	0.96	0.96
2012-10-10	0.96	1017	0.99	1.056	0.96
2012-10-09	1.0122	0	1.0122	1.0122	1.0122
2012-10-08	1.0122	33	1.0122	1.0122	1.0122
2012-10-05	0.948	0	0.948	0.948	0.948
2012-10-04	0.948	2167	0.945	0.948	0.945
2012-10-03	0.933	0	0.933	0.933	0.933
2012-10-02	0.933	500	0.933	0.933	0.933
2012-10-01	1.08	10000	1.08	1.08	0.9768
2012-09-28	1.113	0	1.113	1.113	1.113
2012-09-27	1.113	250	1.113	1.113	1.113
2012-09-26	1.1964	0	1.1964	1.1964	1.1964
2012-09-25	1.1964	0	1.1964	1.1964	1.1964
2012-09-24	1.1964	0	1.1964	1.1964	1.1964
2012-09-21	1.1964	0	1.1964	1.1964	1.1964
2012-09-20	1.1964	5333	1.1964	1.1964	1.1964
2012-09-19	0.99	0	0.99	0.99	0.99
2012-09-18	0.99	0	0.99	0.99	0.99
2012-09-17	0.99	0	0.99	0.99	0.99
2012-09-14	0.99	0	0.99	0.99	0.99
2012-09-13	0.99	250	0.99	0.99	0.99
2012-09-12	0.957	0	0.957	0.957	0.957
2012-09-11	0.957	0	0.957	0.957	0.957
2012-09-10	0.957	0	0.957	0.957	0.957
2012-09-07	0.957	0	0.957	0.957	0.957
2012-09-06	0.957	0	0.957	0.957	0.957
2012-09-05	0.957	0	0.957	0.957	0.957
2012-09-04	0.957	1028	0.957	0.957	0.957
2012-08-31	0.954	0	0.954	0.954	0.954
2012-08-30	0.954	83	0.954	0.954	0.954
2012-08-29	1.014	0	1.014	1.014	1.014
2012-08-28	1.014	0	1.014	1.014	1.014
2012-08-27	1.014	0	1.014	1.014	1.014
2012-08-24	1.014	0	1.014	1.014	1.014
2012-08-23	1.014	0	1.014	1.014	1.014
2012-08-22	1.014	667	1.014	1.014	1.014
2012-08-21	0.9936	0	0.9936	0.9936	0.9936
2012-08-20	0.9936	0	0.9936	0.9936	0.9936
2012-08-17	0.9936	0	0.9936	0.9936	0.9936
2012-08-16	0.9936	0	0.9936	0.9936	0.9936
2012-08-15	0.9936	0	0.9936	0.9936	0.9936
2012-08-14	0.9936	0	0.9936	0.9936	0.9936
2012-08-13	0.9936	0	0.9936	0.9936	0.9936
2012-08-10	0.9936	0	0.9936	0.9936	0.9936
2012-08-09	0.9936	0	0.9936	0.9936	0.9936
2012-08-08	0.9936	500	0.9936	0.9936	0.9936
2012-08-07	1.02	0	1.02	1.02	1.02
2012-08-06	1.02	833	1.02	1.02	1.02
2012-08-03	0.99	0	0.99	0.99	0.99
2012-08-02	0.99	0	0.99	0.99	0.99
2012-08-01	0.99	0	0.99	0.99	0.99
2012-07-31	0.99	0	0.99	0.99	0.99
2012-07-30	0.99	1667	0.99	0.99	0.99
2012-07-27	1.062	0	1.062	1.062	1.062
2012-07-26	1.062	4083	1.0704	1.0704	1.062
2012-07-25	1.08	0	1.08	1.08	1.08
2012-07-24	1.08	0	1.08	1.08	1.08
2012-07-23	1.08	417	1.08	1.08	1.08
2012-07-20	0.99	0	0.99	0.99	0.99
2012-07-19	0.99	0	0.99	0.99	0.99
2012-07-18	0.99	0	0.99	0.99	0.99
2012-07-17	0.99	0	0.99	0.99	0.99
2012-07-16	0.99	3667	0.99	0.99	0.99
2012-07-13	1.065	3083	1.074	1.074	1.05
2012-07-12	1.029	0	1.029	1.029	1.029
2012-07-11	1.029	17	1.029	1.029	1.029
2012-07-10	1.2	0	1.2	1.2	1.2
2012-07-09	1.2	0	1.2	1.2	1.2
2012-07-06	1.2	0	1.2	1.2	1.2
2012-07-05	1.2	8250	1.2156	1.2156	1.188
2012-07-03	1.104	0	1.104	1.104	1.104
2012-07-02	1.104	0	1.104	1.104	1.104
2012-06-29	1.104	0	1.104	1.104	1.104
2012-06-28	1.104	0	1.104	1.104	1.104
2012-06-27	1.104	0	1.104	1.104	1.104
2012-06-26	1.104	0	1.104	1.104	1.104
2012-06-25	1.104	117	1.077	1.104	1.077
2012-06-22	1.08	2417	1.2	1.2	1.08
2012-06-21	1.296	0	1.296	1.296	1.296
2012-06-20	1.296	167	1.296	1.296	1.296
2012-06-19	1.272	1500	1.296	1.296	1.272
2012-06-18	1.2258	33	1.2258	1.2258	1.2258
2012-06-15	1.3194	2417	1.3194	1.3194	1.3194
2012-06-14	1.2306	1917	1.14	1.2306	1.14
2012-06-13	1.257	167	1.257	1.257	1.257
2012-06-12	1.2522	0	1.2522	1.2522	1.2522
2012-06-11	1.2522	0	1.2522	1.2522	1.2522
2012-06-08	1.2522	1683	1.2504	1.2522	1.2504
2012-06-07	1.296	0	1.296	1.296	1.296
2012-06-06	1.296	329	1.365	1.365	1.296
2012-06-05	1.362	0	1.362	1.362	1.362
2012-06-04	1.362	1000	1.2984	1.362	1.2978
2012-06-01	1.3194	0	1.3194	1.3194	1.3194
2012-05-31	1.3194	0	1.3194	1.3194	1.3194
2012-05-30	1.3194	0	1.3194	1.3194	1.3194
2012-05-29	1.3194	2167	1.2	1.3194	1.2
2012-05-25	1.26	0	1.26	1.26	1.26
2012-05-24	1.26	0	1.26	1.26	1.26
2012-05-23	1.26	12334	1.35	1.35	1.26
2012-05-22	1.44	3333	1.416	1.44	1.416
2012-05-21	1.5	0	1.5	1.5	1.5
2012-05-18	1.5	833	1.5	1.5	1.5
2012-05-17	1.3872	12584	1.3872	1.3872	1.326
2012-05-16	1.5258	0	1.5258	1.5258	1.5258
2012-05-15	1.5258	7100	1.602	1.602	1.5258
2012-05-14	1.617	417	1.6134	1.617	1.6134
2012-05-11	1.566	0	1.566	1.566	1.566
2012-05-10	1.566	3250	1.566	1.566	1.566
2012-05-09	1.557	6083	1.59	1.59	1.557
2012-05-08	1.59	667	1.59	1.59	1.59
2012-05-07	1.74	2500	1.728	1.74	1.728
2012-05-04	1.809	7583	1.692	1.902	1.6908
2012-05-03	1.602	0	1.602	1.602	1.602
2012-05-02	1.602	0	1.602	1.602	1.602
2012-05-01	1.602	5333	1.614	1.614	1.602
2012-04-30	1.6062	2076	1.5522	1.6062	1.5522
2012-04-27	1.5408	1667	1.5408	1.5408	1.5408
2012-04-26	1.5	0	1.5	1.5	1.5
2012-04-25	1.5	2750	1.539	1.539	1.5
2012-04-24	1.41	0	1.41	1.41	1.41
2012-04-23	1.41	0	1.41	1.41	1.41
2012-04-20	1.41	25834	1.407	1.41	1.407
2012-04-19	1.398	0	1.398	1.398	1.398
2012-04-18	1.398	2333	1.404	1.404	1.398
2012-04-17	1.488	18167	1.3332	1.5	1.3332
2012-04-16	1.4076	3333	1.4076	1.4076	1.4076
2012-04-13	1.4148	0	1.4148	1.4148	1.4148
2012-04-12	1.4148	667	1.4148	1.4148	1.4148
2012-04-11	1.5432	0	1.5432	1.5432	1.5432
2012-04-10	1.5432	0	1.5432	1.5432	1.5432
2012-04-09	1.5432	0	1.5432	1.5432	1.5432
2012-04-05	1.5432	5083	1.5414	1.5432	1.5414
2012-04-04	1.47	2500	1.5	1.5	1.47
2012-04-03	1.38	19917	1.566	1.566	1.38
2012-04-02	1.566	2333	1.692	1.692	1.566
2012-03-30	1.74	2667	1.6542	1.74	1.6542
2012-03-29	1.65	1445	1.725	1.725	1.65
2012-03-28	1.6938	0	1.6938	1.6938	1.6938
2012-03-27	1.6938	9000	1.6938	1.6938	1.6938
2012-03-26	1.62	0	1.62	1.62	1.62
2012-03-23	1.62	0	1.62	1.62	1.62
2012-03-22	1.62	3800	1.575	1.62	1.575
2012-03-21	1.74	9334	1.74	1.818	1.737
2012-03-20	1.65	5483	1.5114	1.752	1.5114
2012-03-19	1.4526	0	1.4526	1.4526	1.4526
2012-03-16	1.4526	3333	1.4526	1.4526	1.4526
2012-03-15	1.38	0	1.38	1.38	1.38
2012-03-14	1.38	4333	1.5156	1.5156	1.38
2012-03-13	1.458	1167	1.461	1.461	1.452
2012-03-12	1.419	14834	1.3896	1.431	1.3896
2012-03-09	1.41	9667	1.38	1.41	1.38
2012-03-08	1.38	10000	1.38	1.38	1.38
2012-03-07	1.2876	0	1.2876	1.2876	1.2876
2012-03-06	1.2876	750	1.3788	1.3788	1.2876
2012-03-05	1.4178	167	1.4178	1.4178	1.4178
2012-03-02	1.431	0	1.431	1.431	1.431
2012-03-01	1.431	1250	1.431	1.431	1.431
2012-02-29	1.3344	2867	1.338	1.338	1.3344
2012-02-28	1.386	0	1.386	1.386	1.386
2012-02-27	1.386	417	1.386	1.386	1.386
2012-02-24	1.44	0	1.44	1.44	1.44
2012-02-23	1.44	0	1.44	1.44	1.44
2012-02-22	1.44	0	1.44	1.44	1.44
2012-02-21	1.44	0	1.44	1.44	1.44
2012-02-17	1.44	0	1.44	1.44	1.44
2012-02-16	1.44	0	1.44	1.44	1.44
2012-02-15	1.44	1833	1.44	1.44	1.44
2012-02-14	1.458	0	1.458	1.458	1.458
2012-02-13	1.458	1196	1.4262	1.4712	1.4112
2012-02-10	1.4784	0	1.4784	1.4784	1.4784
2012-02-09	1.4784	667	1.4784	1.4784	1.4784
2012-02-08	1.428	0	1.428	1.428	1.428
2012-02-07	1.428	0	1.428	1.428	1.428
2012-02-06	1.428	583	1.428	1.428	1.428
2012-02-03	1.38	0	1.38	1.38	1.38
2012-02-02	1.38	1750	1.38	1.395	1.38
2012-02-01	1.353	3000	1.353	1.353	1.353
2012-01-31	1.4052	5250	1.3764	1.4052	1.3764
2012-01-30	1.4064	0	1.4064	1.4064	1.4064
2012-01-27	1.4064	4167	1.4064	1.4064	1.4064
2012-01-26	1.38	4750	1.4112	1.434	1.38
2012-01-25	1.395	0	1.395	1.395	1.395
2012-01-24	1.395	8367	1.44	1.44	1.395
2012-01-23	1.5402	0	1.5402	1.5402	1.5402
2012-01-20	1.5402	667	1.5402	1.5402	1.5402
2012-01-19	1.5426	18367	1.5474	1.548	1.5072
2012-01-18	1.5	20150	1.431	1.5	1.431
2012-01-17	1.44	5333	1.422	1.44	1.422
2012-01-13	1.3176	7417	1.482	1.482	1.3176
2012-01-12	1.452	11417	1.266	1.452	1.266
2012-01-11	1.152	1667	1.1472	1.152	1.1472
2012-01-10	0.9726	2333	1.0902	1.0902	0.9726
2012-01-09	1.068	0	1.068	1.068	1.068
2012-01-06	1.068	3333	1.02	1.068	1.02
2012-01-05	0.9768	0	0.9768	0.9768	0.9768
2012-01-04	0.9768	1667	0.9762	0.9768	0.9762
2012-01-03	1.056	521	1.056	1.056	1.056
2011-12-30	0.99	0	0.99	0.99	0.99
2011-12-29	0.99	0	0.99	0.99	0.99
2011-12-28	0.99	833	0.99	0.99	0.99
2011-12-27	0.9402	56	0.9402	0.9402	0.9402
2011-12-23	0.8946	0	0.8946	0.8946	0.8946
2011-12-22	0.8946	833	0.954	0.954	0.8802
2011-12-21	0.9282	0	0.9282	0.9282	0.9282
2011-12-20	0.9282	0	0.9282	0.9282	0.9282
2011-12-19	0.9282	167	0.9282	0.9282	0.9282
2011-12-16	0.8934	2025	0.9	0.9222	0.8934
2011-12-15	0.84	1333	0.84	0.84	0.84
2011-12-14	0.8478	0	0.8478	0.8478	0.8478
2011-12-13	0.8478	0	0.8478	0.8478	0.8478
2011-12-12	0.8478	0	0.8478	0.8478	0.8478
2011-12-09	0.8478	2500	0.8478	0.8478	0.8478
2011-12-08	0.84	0	0.84	0.84	0.84
2011-12-07	0.84	4167	0.84	0.84	0.84
